日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-02-01,'600340,华夏幸福,45.94,46.8,45.0,45.3,45.06,0.88,1.953,1.6183,47819393,2189761327.0,1.35750251811e+11,1.35750251811e+11,None
2018-01-31,'600340,华夏幸福,45.06,45.36,41.78,42.45,42.51,2.55,5.9986,1.5812,46723512,2047387804.0,1.33149898708e+11,1.33149898708e+11,None
2018-01-30,'600340,华夏幸福,42.51,44.6,41.71,43.8,43.61,-1.1,-2.5224,1.2643,37358551,1603049065.0,1.256147846e+11,1.256147846e+11,None
2018-01-29,'600340,华夏幸福,43.61,45.32,43.0,43.01,42.84,0.77,1.7974,1.4393,42529433,1876250443.0,1.28865225979e+11,1.28865225979e+11,None
2018-01-26,'600340,华夏幸福,42.84,43.24,41.59,41.7,42.2,0.64,1.5166,1.0154,30005484,1282924357.0,1.26589917014e+11,1.26589917014e+11,None
2018-01-25,'600340,华夏幸福,42.2,42.98,40.3,42.56,42.9,-0.7,-1.6317,1.5614,46137611,1923421843.0,1.2469875112e+11,1.2469875112e+11,None
2018-01-24,'600340,华夏幸福,42.9,44.88,42.6,43.79,43.95,-1.05,-2.3891,1.4616,43188178,1878663378.0,1.26767213816e+11,1.26767213816e+11,None
2018-01-23,'600340,华夏幸福,43.95,44.37,42.0,42.0,41.95,2.0,4.7676,2.2069,65212719,2847010187.0,1.29869907861e+11,1.29869907861e+11,None
2018-01-22,'600340,华夏幸福,41.95,42.91,41.43,41.44,41.61,0.34,0.8171,1.247,36848301,1545735667.0,1.23960014443e+11,1.23960014443e+11,None
2018-01-19,'600340,华夏幸福,41.61,43.48,41.35,41.73,41.71,-0.1,-0.2398,1.4179,41897299,1769044512.0,1.22955332561e+11,1.22955332561e+11,None
2018-01-18,'600340,华夏幸福,41.71,43.66,41.38,42.1,42.06,-0.35,-0.8321,1.4285,42211646,1780164354.0,1.23250827232e+11,1.23250827232e+11,None
2018-01-17,'600340,华夏幸福,42.06,44.2,41.01,43.4,43.9,-1.84,-4.1913,2.084,61581129,2636386733.0,1.24285058581e+11,1.24285058581e+11,None
2018-01-16,'600340,华夏幸福,43.9,44.3,39.75,39.95,40.31,3.59,8.906,2.5425,75128684,3172509331.0,1.29722160525e+11,1.29722160525e+11,None
2018-01-15,'600340,华夏幸福,40.31,41.38,39.4,39.59,39.81,0.5,1.256,2.0276,59915573,2422929572.0,1.1911390184e+11,1.1911390184e+11,None
2018-01-12,'600340,华夏幸福,39.81,41.6,39.15,40.5,40.05,-0.24,-0.5993,1.986,58684565,2371780798.0,1.17636428485e+11,1.17636428485e+11,None
2018-01-11,'600340,华夏幸福,40.05,40.15,38.68,39.47,39.47,0.58,1.4695,1.5506,45820018,1816935855.0,1.18345615695e+11,1.18345615695e+11,None
2018-01-10,'600340,华夏幸福,39.47,40.88,37.86,38.33,38.07,1.4,3.6774,2.1483,63481313,2512931807.0,1.16631746604e+11,1.16631746604e+11,None
2018-01-09,'600340,华夏幸福,38.07,38.5,37.45,37.5,37.9,0.17,0.4485,1.7743,52429170,1996106677.0,1.12494821212e+11,1.12494821212e+11,None
2018-01-08,'600340,华夏幸福,37.9,38.48,36.05,36.05,34.98,2.92,8.3476,3.2817,96971626,3654359644.0,1.11992480271e+11,1.11992480271e+11,None
2018-01-05,'600340,华夏幸福,34.98,35.85,33.77,34.07,33.97,1.01,2.9732,2.2886,67626619,2374511040.0,1.03364035881e+11,1.03364035881e+11,None
2018-01-04,'600340,华夏幸福,33.97,34.66,33.65,34.3,34.19,-0.22,-0.6435,1.3536,39998677,1359866753.0,1.00379539705e+11,1.00379539705e+11,None
2018-01-03,'600340,华夏幸福,34.19,34.74,32.36,32.5,32.26,1.93,5.9826,2.4505,72410403,2450927453.0,1.01029627981e+11,1.01029627981e+11,None
2018-01-02,'600340,华夏幸福,32.26,32.88,31.53,31.53,31.39,0.87,2.7716,1.1083,32748249,1060072158.0,95326580832.3,95326580832.3,None
